Haven;0;0;0;5;0;0;0;0;0;0;6;5;
Aria;0;0;6;0;9;12;12;13;14;14;33;61;
Hilary;0;0;0;0;6;5;6;0;0;0;0;0;
Nimrit;5;0;0;0;0;0;0;0;6;5;8;9;
Simran;51;35;45;35;38;24;24;32;15;12;17;12;
Yolanda;0;0;0;0;0;0;7;0;0;0;0;0;
Abigayle;0;0;0;0;7;0;0;8;0;0;0;0;
Elsa;0;0;8;0;7;6;5;0;7;8;6;11;
Carla;0;0;0;0;0;0;0;0;0;0;0;8;
Jazmin;5;0;0;0;0;0;0;0;5;0;0;0;
Kayden;0;0;0;0;0;0;5;7;0;0;0;0;
Giselle;6;0;0;0;0;0;0;0;5;0;5;0;
Kaira;0;0;0;0;0;6;0;0;0;0;0;0;
Kendra;31;29;28;22;28;21;28;18;15;13;12;13;
Carly;13;11;10;20;8;11;8;9;0;7;8;9;
Jordanna;0;0;0;0;0;0;0;0;5;0;0;0;
Izabella;0;5;5;0;0;14;10;9;16;16;13;11;
Veronica;21;21;19;20;18;18;14;13;16;20;12;9;
Izabelle;0;0;0;0;0;0;0;0;5;0;0;0;
Tess;10;8;5;10;0;6;0;5;0;8;0;0;
Kaliah;0;0;0;0;0;0;0;0;0;0;0;5;
Mackenna;0;8;0;0;0;0;0;0;9;0;0;0;
Jaspreet;10;10;0;0;0;0;0;0;0;0;0;0;
Lilian;5;0;0;0;6;0;7;6;6;5;7;0;
Zara;0;0;0;10;10;11;18;10;18;13;15;21;
Elodie;0;0;0;0;0;0;0;0;0;0;8;0;
Caroline;12;6;9;11;10;14;0;8;7;6;10;9;
Melanie;15;13;13;11;13;8;0;8;13;8;9;6;
Deanna;9;8;0;5;6;0;5;0;9;0;0;0;
Amalia;0;0;0;0;0;6;0;0;5;0;8;0;
Chlo;0;0;0;0;8;7;11;10;0;7;13;5;
Kalina;6;0;7;0;0;0;0;6;0;0;6;0;
Briana;9;0;9;0;0;8;6;0;0;0;0;0;
Serenity;0;6;6;10;9;9;11;15;13;21;15;21;
Cecelia;0;0;0;0;0;0;0;0;0;0;0;6;
Ava;48;60;87;103;172;232;236;233;223;5;205;187;
Esme;0;0;0;0;0;0;7;0;10;9;0;8;
Fatima;9;6;5;5;0;6;5;5;11;9;7;0;
Ishmeet;0;0;0;0;0;0;6;0;0;0;0;0;
Harman;5;0;0;0;0;0;0;0;0;0;0;0;
Mikaela;10;18;13;10;12;8;14;12;21;16;19;18;
Kaiya;6;12;12;12;10;6;10;14;20;13;10;14;
Ocean;0;8;0;6;10;6;7;0;5;0;5;0;
Teresa;17;6;8;8;9;0;6;0;5;5;5;0;
Isha;12;0;0;0;6;0;5;0;0;0;7;0;
Ariana;11;17;15;14;10;14;17;27;19;21;29;30;
Gursimran;7;0;0;9;5;0;0;0;0;0;0;0;
Dora;0;0;0;0;0;0;0;0;0;5;0;0;
Dylan;0;0;13;0;9;7;6;8;0;7;5;14;
Noelle;6;6;0;0;7;5;7;10;8;12;5;7;
Autumn;30;29;27;24;28;26;26;39;30;38;47;34;
Kierra;7;9;0;9;0;5;8;7;5;0;0;0;
Violet;8;9;0;0;15;19;29;43;44;57;46;66;
Jacqueline;19;15;17;21;12;13;17;11;16;7;5;0;
Coco;0;0;0;0;8;0;0;0;5;12;7;5;
Naia;0;0;0;0;0;0;0;0;0;0;6;0;
Isabella;95;129;133;122;149;149;168;158;184;167;179;142;
Isabelle;50;48;39;40;64;61;77;72;49;73;71;60;
Savanah;0;0;0;0;5;5;7;0;5;0;6;0;
Casey;14;10;7;7;10;7;7;0;6;0;7;6;
Austyn;0;0;0;0;0;0;0;0;0;0;0;7;
Neha;7;10;6;13;12;9;0;10;6;0;0;0;
Akasha;0;0;0;5;0;0;0;0;0;0;0;0;
Kenadie;0;0;0;0;0;0;5;0;0;0;0;0;
Taryn;19;16;19;20;23;17;20;14;8;12;5;0;
Alisha;18;16;12;18;21;23;8;20;14;11;11;11;
Juliette;0;7;5;8;7;0;7;7;10;8;10;14;
Ariel;7;13;9;12;17;13;16;11;21;15;8;17;
Alia;0;12;0;6;0;0;0;5;8;5;6;0;
Rory;0;0;8;0;0;0;7;0;0;0;0;0;
Tatiana;11;12;12;0;7;9;8;7;0;5;0;0;
Montana;7;6;10;0;9;0;9;6;0;0;0;0;
Emery;0;0;0;0;0;0;0;0;9;6;17;5;
Saiya;0;0;0;0;0;0;0;5;0;0;0;0;
Chantal;13;13;9;7;6;8;0;6;0;0;0;0;
Bianca;19;15;12;18;19;17;23;17;16;14;19;18;
Mavis;0;0;0;0;0;0;0;0;6;0;5;8;
Myra;0;0;0;0;0;0;5;12;5;8;5;5;
Adrianna;6;0;7;7;16;7;10;14;21;13;13;15;
Rylee;14;10;15;16;14;10;16;29;25;32;27;27;
Elliana;0;0;0;0;0;0;0;0;0;5;0;6;
Rylea;0;0;0;0;0;0;0;0;0;5;0;0;
Alison;16;27;17;13;10;17;10;6;12;6;9;15;
Jia;0;0;5;7;8;5;9;0;7;0;5;5;
Anureet;0;0;0;7;0;7;5;0;6;0;0;0;
Harnoor;5;0;8;8;15;20;14;13;5;11;12;13;
Nola;0;5;0;0;0;10;0;8;8;5;0;6;
Rayne;0;9;0;0;0;10;5;5;8;8;0;7;
Brenda;7;0;0;0;0;0;0;0;0;0;0;0;
Gloria;8;8;11;9;8;6;9;7;8;8;5;6;
Ryley;0;0;0;0;0;0;0;6;0;5;0;0;
