0	50.8	
3	97.7
3.5	99.9
4	103.1
4.5	106.5
5	109.9
5.5	113.1
6	117
6.5	121.2
7	122.3
7.5	125.7
8	128.8
8.5	132.5
9	134.1
9.5	136.7
10	140
10.5	141.7
11	144.4
11.5	146.9
12	151.4
12.5	154.9
13	156.5
13.5	159.9
14	163.2
14.5	167
15	170.8
15.5	171.7
16	172.1
16.5	173.1
17	175
17.5	174.5
18	175.9
18.5	173.9
19	175.8
19.5	175.9
20	175.4
20.5	176.3
21	176.2
21.5	176.7
22	176.5
22.5	176
23	176.8
25	175.8
35	174.8
45	173.6
55	172.9
65	171.2
